,business_name,one_line_address,longitude,latitude,street,zip,Industry,line_of_business,category
16168,Axa Equitable Corporate Offices,"1290 AVENUE OF THE AMERICAS FL CONC4, NEW YORK, NY 10104",-73.978881,40.760473,1290 Avenue of the Americas Fl CONC4,10104,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16169,Allstate Insurance,"2849 WEST 8TH STREET, BROOKLYN, NY 11224",-73.97610999999999,40.578509999999994,2849 W 8th St,11224,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16170,A-1 Brooklyn Brokerage Inc,"2535 MCDONALD AVENUE STE A, BROOKLYN, NY 11223",-73.973861,40.590374,2535 McDonald Ave Ste A,11223,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16171,State Farm,"2635 CONEY ISLAND AVENUE, BROOKLYN, NY 11223",-73.960396,40.592515999999996,2635 Coney Island Ave,11223,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16172,Demonaco Agency,"314 KINGS HIGHWAY, BROOKLYN, NY 11223",-73.978702,40.604779,314 Kings Hwy,11223,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16173,Martin Barnett CLU,"180 RIVERSIDE BOULEVARD, NEW YORK, NY 10069",-73.987899,40.778397,180 Riverside Blvd,10069,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16174,Allstate Insurance,"6502 5TH AVENUE, BROOKLYN, NY 11220",-74.02015300000001,40.636731,6502 5th Ave,11220,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16175,Gold And Diamonds,"4417 5TH AVENUE STE A, BROOKLYN, NY 11220",-74.006953,40.647953,4417 5th Ave Ste A,11220,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16176,Swiss Re New Markets,"55 EAST 52ND STREET FL 41, NEW YORK, NY 10055",-73.973615,40.759078,55 E 52nd St Fl 41,10055,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16177,Swiss Re New Markets,"55 EAST 52ND STREET FL 43, NEW YORK, NY 10055",-73.973615,40.759078,55 E 52nd St Fl 43,10055,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16178,Swiss Re America Holding Corporation,"55 EAST 52ND STREET, NEW YORK, NY 10055",-73.973615,40.759078,55 E 52nd St,10055,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16179,Jimco Associates,"41 REEVE PLACE, BROOKLYN, NY 11218",-73.97495500000001,40.653414,41 Reeve Pl,11218,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16180,Qbe Insurance,"55 WATER STREET, NEW YORK, NY 10041",-74.00959499999999,40.703542,55 Water St,10041,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16181,Chubb Group of Insurance,"55 WATER STREET RM 2802, NEW YORK, NY 10041",-74.00959499999999,40.703542,55 Water St Rm 2802,10041,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16182,Liberty International Bpc,"55 WATER STREET FL 23, NEW YORK, NY 10004",-74.00959499999999,40.703542,55 Water St Fl 23,10041,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16183,Liberty Mutual,"55 WATER STREET FRNT, NEW YORK, NY 10041",-74.00959499999999,40.703542,55 Water St Frnt 105,10041,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16184,Gwb Brokerage Allstate,"50 THAYER STREET, NEW YORK, NY 10040",-73.927171,40.862805,50 Thayer St,10040,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16185,BROKERAGE GWB,"50 THAYER STREET, NEW YORK, NY 10040",-73.927171,40.862805,50 Thayer St,10040,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16186,Joe Quinones Insurance,"170 BAY 31ST STREET, BROOKLYN, NY 11214",-73.99655,40.5983,170 Bay 31st St,11214,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16187,Allstate Insurance,"2501 ADAM CLAYTON POWELL JR BOULEVARD, NEW YORK, NY 10039",-73.9387,40.8217,2501 Adam Clayton Powell Jr Blvd,10039,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16188,Derrick F Howard,"2501 ADAM CLAYTON POWELL JR BOULEVARD, NEW YORK, NY 10039",-73.9387,40.8217,2501 Adam Clayton Powell Jr Blvd,10039,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16189,2i Incom E Tax & Insurance,"1308 PROSPECT PLACE, BROOKLYN, NY 11213",-73.933174,40.673266999999996,1308 Prospect Pl,11213,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16190,Macarthy Max Ins,"363 NEW YORK AVENUE # 5D, BROOKLYN, NY 11213",-73.94770799999999,40.666755,363 New York Ave Apt 5D,11213,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16191,Smith And Company Inc,"1002 RUTLAND ROAD, BROOKLYN, NY 11212",-73.926204,40.662467,1002 Rutland Rd,11212,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16192,Harbour Abstract Agency LTD,"7617 3RD AVENUE STE B, BROOKLYN, NY 11209",-74.028,40.630134999999996,7617 3rd Ave Ste B,11209,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16193,Allstate Insurance,"9309 3RD AVENUE STE A, BROOKLYN, NY 11209",-74.032793,40.618393,9309 3rd Ave Ste A,11209,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16194,Medicare Options Requests Execeeded,"5030 BROADWAY, NEW YORK, NY 10034",-73.91705999999999,40.868970000000004,5030 Broadway,10034,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16195,Alpha Direct Agency Llc,"5030 BROADWAY STE 1, NEW YORK, NY 10034",-73.91705999999999,40.868970000000004,5030 Broadway Ste 1,10034,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16196,Inc Birtwhistle & Livingston,"5000 BROADWAY, NEW YORK, NY 10034",-73.91784200000001,40.868402,5000 Broadway,10034,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16197,B Mandel Insurance,"5918 18TH AVENUE, BROOKLYN, NY 11204",-73.987323,40.622384000000004,5918 18th Ave,11204,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16198,Chapman Earl,"2079 FREDERICK DOUGLASS BOULEVARD, NEW YORK, NY 10026",-73.95719,40.8023,2079 Frederick Douglass Blvd,10026,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16199,Carmen Crespo Insurance,"912 SOUNDVIEW AVENUE, BRONX, NY 10473",-73.867868,40.82345,912 Soundview Ave,10473,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16200,Donkor John,"912 SOUNDVIEW AVENUE STE 2, BRONX, NY 10473",-73.867868,40.82345,912 Soundview Ave Ste 2,10473,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16201,Dat Brokerage,"912 SOUNDVIEW AVENUE, BRONX, NY 10473",-73.867868,40.82345,912 Soundview Ave,10473,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16202,Mso,"50 WEST 77TH STREET, NEW YORK, NY 10024",-73.976107,40.780244,50 W 77th St,10024,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16203,Allstate Insurance,"1813 WESTCHESTER AVENUE, BRONX, NY 10472",-73.865802,40.832153999999996,1813 Westchester Ave,10472,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16204,Mac Inc,"1156 METCALF AVENUE, BRONX, NY 10472",-73.872146,40.828990999999995,1156 Metcalf Ave,10472,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16205,Aetna,"3525 BAYCHESTER AVENUE, BRONX, NY 10466",-73.839589,40.881883,3525 Baychester Ave,10466,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16206,Liberty Life Assurance Company of Boston,"10 ROCKEFELLER PLAZA, NEW YORK, NY 10020",-73.979642,40.759152,10 Rockefeller Plz,10020,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16207,Zeidan Insurance Agency LTD,"727 PELHAM PARKWAY NORTH, BRONX, NY 10467",-73.86721999999999,40.85795,727 Pelham Pkwy N,10467,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16208,Priceline Insurance,"3680 WHITE PLAINS ROAD, BRONX, NY 10467",-73.863824,40.881104,3680 White Plains Rd,10467,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16209,Earl Williams,"3612 EAST TREMONT AVENUE, BRONX, NY 10465",-73.82441999999999,40.8285,3612 E Tremont Ave,10465,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16210,Hermida Ins,"3123 BAILEY AVENUE, BRONX, NY 10463",-73.902152,40.878958000000004,3123 Bailey Ave,10463,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16211,Pmentel Ins,"1530 COMMONWEALTH AVENUE, BRONX, NY 10460",-73.868897,40.83893,1530 Commonwealth Ave,10460,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16212,R & R & R Insurance Brokerage,"2415 EAST TREMONT AVENUE, BRONX, NY 10461",-73.852982,40.842808000000005,2415 E Tremont Ave,10461,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16213,Champion Insurance,"1418 WILLIAMSBRIDGE ROAD, BRONX, NY 10461",-73.844181,40.842696999999994,1418 Williamsbridge Rd,10461,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16214,Allstate Insurance,"2941 BRUCKNER BOULEVARD, BRONX, NY 10461",-73.827037,40.834156,2941 Bruckner Blvd,10461,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16215,Match Perfect Ins,"969 PROSPECT AVENUE, BRONX, NY 10459",-73.9004,40.82312,969 Prospect Ave,10459,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16216,Aleksandr Savranskiy,"2980 WEBSTER AVENUE, BRONX, NY 10458",-73.882565,40.867721,2980 Webster Ave,10458,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16217,E Insurance Company Home,"61 BROADWAY RM 600, NEW YORK, NY 10006",-74.012835,40.707105,61 Broadway Rm 600,10006,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16218,Fleetwood Agency Inc,"108 GREENWICH STREET FL 7, NEW YORK, NY 10006",-74.01361800000001,40.708606,108 Greenwich St Fl 7,10006,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16219,Nippon Dantai Life Ins Co,"41 BROADWAY, NEW YORK, NY 10006",-74.013265,40.706544,41 Broadway,10006,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16220,Serres Visone & Rice Inc Ins,"108 GREENWICH STREET FL 4, NEW YORK, NY 10006",-74.01361800000001,40.708606,108 Greenwich St Fl 4,10006,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16221,HIP,"1 FINANCIAL SQUARE FL 7, NEW YORK, NY 10005",-74.007787,40.703765999999995,1 Financial Sq Fl 7,10005,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16222,Catlin Inc,"1 FINANCIAL SQUARE FL 36, NEW YORK, NY 10005",-74.00769,40.703809,1 Financial Sq Fl 36,10005,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16223,Esis Inc,"140 BROADWAY FL 40, NEW YORK, NY 10005",-74.010114,40.708651,140 Broadway Fl 40,10005,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16224,Del Valle Brokerage Inc,"486 EAST 138TH STREET, BRONX, NY 10454",-73.92026,40.80784,486 E 138th St,10454,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16225,The Bronx Shield Agency Inc,"169 LINCOLN AVENUE, BRONX, NY 10454",-73.928775,40.809369000000004,169 Lincoln Ave,10454,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16226,ING Insurance Services,"4066 AMBOY ROAD, STATEN ISLAND, NY 10308",-74.1524,40.54923,4066 Amboy Rd,10308,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16227,Felix Castellano Ins,"16 DRIGGS STREET, STATEN ISLAND, NY 10308",-74.147541,40.543132,16 Driggs St,10308,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16228,Mona Insurance Brokerage Inc,"2359 STEINWAY STREET, ASTORIA, NY 11105",-73.90944499999999,40.769715999999995,2359 Steinway St,11105,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16229,Astra Insurance Agency Incorpo,"2309 31ST STREET, ASTORIA, NY 11105",-73.91290500000001,40.773964,2309 31st St,11105,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16230,John Hancock,"2309 31ST AVENUE, ASTORIA, NY 11106",-73.928032,40.76675,2309 31st Ave,11106,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16231,Progressive,"3411 BROADWAY, ASTORIA, NY 11106",-73.92239599999999,40.760852,3411 Broadway,11106,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16232,Stincone Peter Genl Insurance,"3136 30TH STREET, ASTORIA, NY 11106",-73.92528399999999,40.763869,3136 30th St,11106,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16233,Anthony D Ralis Agency,"3217 BROADWAY STE A, ASTORIA, NY 11106",-73.92388000000001,40.7615,3217 Broadway Ste A,11106,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16234,COS INS,"8418 NORTHERN BOULEVARD, JACKSON HEIGHTS, NY 11372",-73.88272099999999,40.755634,8418 Northern Blvd,11372,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16235,Wk Brokerage Inc,"2724 21ST STREET STE 3, ASTORIA, NY 11102",-73.926737,40.771754,2724 21st St Ste 3,11102,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16236,Stincone Peter Genl Insurance,"3116 30TH AVENUE, ASTORIA, NY 11102",-73.920927,40.766393,3116 30th Ave,11102,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16237,Allstate Insurance,"1403 150TH STREET, WHITESTONE, NY 11357",-73.813328,40.788158,1403 150th St,11357,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16238,International Fidelity Insurance,"321 BROADWAY STE 402, NEW YORK, NY 10007",-74.005122,40.71605,321 Broadway Ste 402,10007,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16239,Fox Four Insurance,"2596 STEINWAY STREET, ASTORIA, NY 11103",-73.913837,40.765772999999996,2596 Steinway St,11103,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16240,Lone Star Brokerage Inc,"3002 STEINWAY STREET STE 202, ASTORIA, NY 11103",-73.915301,40.763825,3002 Steinway St Ste 202,11103,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16241,Insurance Planning Associates,"386 PARK AVENUE SOUTH, NEW YORK, NY 10016",-73.984847,40.743052,386 Park Ave S,10016,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16242,Manhattan Pawn Broker,"3570 BROADWAY, NEW YORK, NY 10031",-73.949246,40.827368,3570 Broadway,10031,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16243,All Risk Brokerage Co,"111 JOHN STREET RM 2512, NEW YORK, NY 10038",-74.00555200000001,40.707765,111 John St Rm 2512,10038,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16244,New Century Global of New York,"110 WILLIAM STREET FL 15, NEW YORK, NY 10038",-74.006742,40.708775,110 William St Fl 15,10038,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16245,South Continental of N Y Inc,"88 FULTON STREET, NEW YORK, NY 10038",-74.00591999999999,40.709140000000005,88 Fulton St,10038,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16246,J W Allen Co Inc,"111 JOHN STREET RM 1210, NEW YORK, NY 10038",-74.00555200000001,40.707765,111 John St Rm 1210,10038,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16247,Argonaut Insurance Co Inc,"127 JOHN STREET, NEW YORK, NY 10038",-74.004736,40.707412,127 John St,10038,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16248,Insurance Data Management Association,"85 JOHN STREET LBBY, NEW YORK, NY 10038",-74.0066,40.70836,85 John St Lbby 1,10038,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16249,Consuasor,"17 BATTERY PLACE STE 305, NEW YORK, NY 10004",-74.015837,40.705602,17 Battery Pl Ste 305,10004,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16250,Dowd Sanford & Mazza,"5 HANOVER SQUARE, NEW YORK, NY 10004",-74.00954499999999,40.704457,5 Hanover Sq,10004,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16251,Moto Trans Insurance Ltd,"401 WEST STREET, NEW YORK, NY 10014",-74.004336,40.733289,401 West St,10014,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16252,Joseph Dyczko Jr Ins Brkr,"424 EAST 9TH STREET, NEW YORK, NY 10009",-73.983802,40.727503000000006,424 E 9th St,10009,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16253,Ortiz Rafael,"87 COLUMBIA STREET # 7E, NEW YORK, NY 10002",-73.979933,40.717905,87 Columbia St Apt 7E,10002,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16254,Bonanno Joseph A Inc,"790 11TH AVENUE, NEW YORK, NY 10019",-73.99224,40.76873,790 11th Ave,10019,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16255,The Murphy Agency,"56 WEST 45TH STREET STE 803, NEW YORK, NY 10036",-73.98186,40.756165,56 W 45th St Ste 803,10036,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16256,Smart Source LLC,"1250 BROADWAY FL 12A, NEW YORK, NY 10001",-73.98787,40.747774,1250 Broadway Fl 12A,10001,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16257,P C Insurance Agency,"221 CANAL STREET RM 505, NEW YORK, NY 10013",-73.99954,40.717909999999996,221 Canal St Rm 505,10013,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16258,Ny1 Brokerage Inc,"1808 JEROME AVENUE, BROOKLYN, NY 11235",-73.95098399999999,40.587435,1808 Jerome Ave,11235,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16259,Advance Specialty Grp,"1400 AVENUE Z STE 304, BROOKLYN, NY 11235",-73.955253,40.587764,1400 Avenue Z Ste 304,11235,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16260,Pesin Natalia Prudential Agent,"1007 BRIGHTON BEACH AVENUE, BROOKLYN, NY 11235",-73.95920799999999,40.578386,1007 Brighton Beach Ave,11235,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16261,Allstate Insurance,"3847 NOSTRAND AVENUE, BROOKLYN, NY 11235",-73.939261,40.590047,3847 Nostrand Ave,11235,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16262,Taeko's Service Bureau,"100 HART STREET, BROOKLYN, NY 11206",-73.9476,40.693073999999996,100 Hart St,11206,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16263,Ehrenfeld Associates Inc,"63 FLUSHING AVENUE # 263, BROOKLYN, NY 11205",-73.972192,40.701377,63 Flushing Ave Unit 263,11205,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16264,Rbm Brokerage Limited Liability Company,"157 WASHINGTON PARK, BROOKLYN, NY 11205",-73.973786,40.692943,157 Washington Park,11205,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16265,Brenda Stitt,"1864 FLATBUSH AVENUE STE A, BROOKLYN, NY 11210",-73.93876999999999,40.624261,1864 Flatbush Ave Ste A,11210,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16266,Allstate Insurance,"1864 FLATBUSH AVENUE STE A, BROOKLYN, NY 11210",-73.93876999999999,40.624261,1864 Flatbush Ave Ste A,11210,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16267,Idole General Insurance Agency,"1773 NOSTRAND AVENUE, BROOKLYN, NY 11226",-73.948365,40.642558,1773 Nostrand Ave,11226,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16268,One Spirit Insurance Agency,"1618 NOSTRAND AVENUE, BROOKLYN, NY 11226",-73.949405,40.646592,1618 Nostrand Ave,11226,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16269,Austin Brokerage,"391 NOSTRAND AVENUE, BROOKLYN, NY 11216",-73.950103,40.684373,391 Nostrand Ave,11216,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16270,Leo Fenster Agency,"1503 AVENUE J, BROOKLYN, NY 11230",-73.96123,40.625415000000004,1503 Avenue J,11230,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16271,Hershey Guttman,"134 SOUTH 9TH STREET, BROOKLYN, NY 11211",-73.963404,40.708317,134 S 9th St,11211,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16272,Allstate Insurance,"4 METROTECH CENTER STE 2001, BROOKLYN, NY 11201",-73.986041,40.694344,4 Metrotech Ctr Ste 2001,11201,INSURANCE,MISC FINANCIAL,BANKS - FINANCIAL
16273,Raymond James Financial Services,"341 ROUTE 202ND, SOMERS, NY 10589",-73.68435,41.32918,341 Route 202,10589,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16274,Jonah Meer,"50 BATTERY PLACE, NEW YORK, NY 10280",-74.01816099999999,40.706668,50 Battery Pl,10280,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16275,Nyc Guardian Brokerage,"14315 HILLSIDE AVENUE, JAMAICA, NY 11435",-73.812236,40.70531,14315 Hillside Ave,11435,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16276,Lcor Asset Management Lp,"26 FEDERAL PLAZA STE 1809, NEW YORK, NY 10278",-74.00329599999999,40.714441,26 Federal Plz Ste 1809,10278,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16277,Paulson Investment,"245 PARK AVENUE, NEW YORK, NY 10167",-73.974721,40.754626,245 Park Ave,10167,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16278,Nemec Financial Group,"245 PARK AVENUE RM 3200, NEW YORK, NY 10167",-73.974721,40.754626,245 Park Ave Rm 3200,10167,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16279,W Capital Partners,"245 PARK AVENUE, NEW YORK, NY 10167",-73.974721,40.754626,245 Park Ave,10167,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16280,Octagon Credit Investors,"245 PARK AVENUE FL 26, NEW YORK, NY 10167",-73.974721,40.754626,245 Park Ave Fl 26,10167,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16281,Pritchard Capital Partners Llc,"245 PARK AVENUE, NEW YORK, NY 10167",-73.974721,40.754626,245 Park Ave,10167,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16282,Painewebber,"299 PARK AVENUE, NEW YORK, NY 10017",-73.97413399999999,40.756017,299 Park Ave,10171,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16283,Ahab Capital Mgmt Inc,"299 PARK AVENUE FL 3, NEW YORK, NY 10171",-73.97413399999999,40.756017,299 Park Ave Fl 3,10171,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16284,Killgore Elizabeth,"420 LEXINGTON AVENUE, NEW YORK, NY 10170",-73.975859,40.752696,420 Lexington Ave,10170,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16285,Wsi Capital Partners,"230 PARK AVENUE, NEW YORK, NY 10169",-73.976116,40.754397,230 Park Ave,10169,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16286,Madison Avenue Brokerage Corp,"122 EAST 42ND STREET RM 3010, NEW YORK, NY 10168",-73.976591,40.751197999999995,122 E 42nd St Rm 3010,10168,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16287,Phillippe Investment Mgmt Client Services,"122 EAST 42ND STREET, NEW YORK, NY 10168",-73.976596,40.751160999999996,122 E 42nd St,10168,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16288,Chelsea Capital Partners,"122 EAST 42ND STREET RM 2705, NEW YORK, NY 10168",-73.976591,40.751197999999995,122 E 42nd St Rm 2705,10168,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16289,Charles Schwab,"60 EAST 42ND STREET FRNT, NEW YORK, NY 10165",-73.978791,40.752119,60 E 42nd St Frnt C,10165,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16290,First Investment Group Inc,"60 EAST 42ND STREET STE 1529, NEW YORK, NY 10017",-73.978791,40.752119,60 E 42nd St Ste 1529,10165,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16291,Wafra Investment,"345 PARK AVENUE FL 4100, NEW YORK, NY 10022",-73.972349,40.757721999999994,345 Park Ave Fl 4100,10154,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16292,Wafra Investment Advisory Group,"345 PARK AVENUE UPPR, NEW YORK, NY 10154",-73.972349,40.757721999999994,345 Park Ave Uppr L-2,10154,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16293,Scudder Kemper Investments Inc,"345 PARK AVENUE, NEW YORK, NY 10154",-73.972349,40.757721999999994,345 Park Ave,10154,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16294,Castle Harlan Inc,"150 EAST 58TH STREET FL 38, NEW YORK, NY 10155",-73.967922,40.761038,150 E 58th St Fl 38,10155,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16295,Manhasset Capital Management,"150 EAST 58TH STREET STE 2300, NEW YORK, NY 10155",-73.967922,40.761038,150 E 58th St Ste 2300,10155,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16296,Three Chopt Capital Management,"767 5TH AVENUE STE 2000, NEW YORK, NY 10022",-73.972248,40.763537,767 5th Ave Ste 2000,10153,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16297,Morgan Stanley Smith Barney,"10 EAST 59TH STREET, NEW YORK, NY 10022",-73.972398,40.763622,10 E 59th St,10153,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16298,Genl Motors Corp,"767 5TH AVENUE, NEW YORK, NY 10153",-73.972398,40.763622,767 5th Ave,10153,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16299,Activated Investment Inc,"767 5TH AVENUE STE 5003, NEW YORK, NY 10022",-73.972248,40.763537,767 5th Ave Ste 5003,10153,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16300,Echo Street Capital Management,"375 PARK AVENUE STE 2301, NEW YORK, NY 10152",-73.972146,40.758456,375 Park Ave Ste 2301,10152,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
16301,Hamilton Investment Partners Llc,"375 PARK AVENUE STE 3407, NEW YORK, NY 10152",-73.972146,40.758456,375 Park Ave Ste 3407,10152,FINANCIAL PLANNING & INVESTMENTS,MISC FINANCIAL,BANKS - FINANCIAL
